patron_id,patron_status,is_active,is_paying,is_free_member,tier,pledge_usd,lifetime_usd,charge_frequency,subscription_source,started_at,cohort_month,last_charge_at,last_charge_status,access_expires_at,next_charge_at,last_updated_at,tenure_days
PATRON_0302,Former patron,FALSE,TRUE,No,Full Rewards,5,15,monthly,Patreon,7/9/2025 9:45,2025-07,9/12/2025 3:09,Paid,10/10/2025,10/10/2025,11/5/2025 11:43,119
PATRON_0303,Former patron,FALSE,TRUE,No,Full Rewards,5,5.04,monthly,Patreon,6/14/2025 9:07,2025-06,6/14/2025 9:07,Paid,7/14/2025,7/14/2025,11/4/2025 11:21,143
PATRON_0304,Former patron,FALSE,FALSE,Yes,Free,0,4.94,monthly,Patreon,1/11/2025 16:25,2025-01,1/11/2025 16:25,Paid,2/12/2025,2/12/2025,11/4/2025 11:21,296
PATRON_0305,Active patron,TRUE,TRUE,No,Full Rewards,5,15,monthly,Patreon,2/18/2026 22:39,2026-02,4/19/2026 0:26,Paid,,5/19/2026,4/19/2026 7:34,63
PATRON_0306,Former patron,FALSE,TRUE,No,Full Rewards,5,5.32,monthly,Patreon,2/19/2026 1:01,2026-02,2/19/2026 1:01,Paid,3/19/2026,3/19/2026,3/19/2026 0:51,27
PATRON_0307,Former patron,FALSE,TRUE,No,Full Rewards,5,35,monthly,Patreon,12/30/2024 4:07,2024-12,6/28/2025 0:45,Paid,7/28/2025,7/28/2025,11/2/2025 7:19,307
PATRON_0308,Former patron,FALSE,TRUE,No,Full Rewards,5,4,monthly,Patreon,6/8/2025 16:04,2025-06,6/8/2025 16:05,Paid,7/9/2025,7/9/2025,11/2/2025 7:19,146
PATRON_0309,Former patron,FALSE,TRUE,No,Full Rewards,5,5,monthly,Patreon,6/29/2025 4:35,2025-06,6/29/2025 4:35,Paid,7/29/2025,7/29/2025,11/4/2025 11:21,128
PATRON_0310,,FALSE,FALSE,Yes,Free,0,0,,Patreon,1/16/2025 23:16,2025-01,,,,,11/4/2025 11:21,461
PATRON_0311,,FALSE,FALSE,Yes,Free,0,0,,Patreon,3/9/2026 7:54,2026-03,,,,,3/9/2026 7:54,44
PATRON_0312,,FALSE,FALSE,Yes,Free,0,0,,Patreon,2/7/2026 1:19,2026-02,,,,,2/7/2026 1:19,74
PATRON_0313,,FALSE,FALSE,Yes,Free,0,0,,Patreon,2/10/2025 22:37,2025-02,,,,,11/4/2025 11:21,436
PATRON_0314,,FALSE,FALSE,Yes,Free,0,0,,Patreon,2/7/2026 2:07,2026-02,,,,,2/7/2026 2:07,74
PATRON_0315,,FALSE,FALSE,Yes,Free,0,0,,Patreon,3/20/2026 7:06,2026-03,,,,,3/20/2026 7:06,33
PATRON_0316,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,7/3/2025 5:37,2025-07,7/3/2025 5:41,Paid,8/4/2025,8/4/2025,11/5/2025 11:43,125
PATRON_0317,Former patron,FALSE,TRUE,No,Full Rewards,5,3.26,monthly,Patreon,10/22/2025 6:32,2025-10,10/22/2025 6:32,Paid,11/23/2025,11/23/2025,11/23/2025 0:05,31
PATRON_0318,Active patron,TRUE,TRUE,No,Full Rewards,5,10,monthly,Patreon,3/7/2026 16:16,2026-03,4/8/2026 0:26,Paid,,5/8/2026,4/8/2026 12:48,46
PATRON_0319,Former patron,FALSE,FALSE,Yes,Free,0,15,monthly,Patreon,7/2/2025 7:05,2025-07,9/3/2025 0:10,Paid,10/3/2025,10/3/2025,11/2/2025 7:19,123
PATRON_0320,Former patron,FALSE,TRUE,No,Full Rewards,7.5,7.5,monthly,Apple in-app subscriptions,5/7/2025 7:47,2025-05,5/7/2025 7:47,Paid,6/7/2025,6/7/2025,11/2/2025 7:19,178
PATRON_0321,Former patron,FALSE,FALSE,Yes,Free,0,3.81,monthly,Patreon,5/4/2025 4:12,2025-05,5/4/2025 4:13,Paid,6/4/2025,6/4/2025,11/5/2025 11:43,185
PATRON_0322,Former patron,FALSE,FALSE,Yes,Free,0,5.14,monthly,Patreon,3/15/2026 22:05,2026-03,3/15/2026 22:05,Paid,4/15/2026,4/15/2026,4/15/2026 0:08,30
PATRON_0323,Former patron,FALSE,TRUE,No,Full Rewards,8.03,8.03,monthly,Apple in-app subscriptions,1/4/2026 15:50,2026-01,1/4/2026 15:50,Paid,2/4/2026,2/4/2026,2/4/2026 0:10,30
PATRON_0324,Active patron,TRUE,TRUE,No,Full Rewards,5,20,monthly,Patreon,1/18/2026 7:22,2026-01,4/19/2026 0:03,Paid,,5/19/2026,4/19/2026 7:34,94
PATRON_0325,Active patron,TRUE,FALSE,Yes,Free,0,37.5,monthly,Patreon,4/19/2025 8:58,2025-04,3/28/2026 10:59,Paid,4/29/2026,4/29/2026,4/9/2026 21:52,368
PATRON_0326,,FALSE,FALSE,Yes,Free,0,0,,Patreon,5/18/2025 2:52,2025-05,,,,,11/5/2025 11:43,339
PATRON_0327,Former patron,FALSE,TRUE,No,Full Rewards,5,10,monthly,Patreon,11/18/2025 6:00,2025-11,12/24/2025 7:25,Paid,1/24/2026,1/24/2026,1/24/2026 0:52,66
PATRON_0328,Former patron,FALSE,TRUE,No,Full Rewards,5,5,monthly,Patreon,8/19/2025 5:38,2025-08,8/19/2025 5:38,Paid,9/20/2025,9/20/2025,10/30/2025 10:23,72
PATRON_0329,,FALSE,FALSE,Yes,Free,0,0,,Patreon,8/18/2025 11:38,2025-08,,,,,10/31/2025 5:57,247
PATRON_0330,Active patron,TRUE,TRUE,No,Full Rewards,5,5,monthly,Patreon,3/28/2026 9:20,2026-03,3/28/2026 9:20,Paid,,4/29/2026,3/28/2026 11:35,25
PATRON_0331,,FALSE,FALSE,Yes,Free,0,0,,Patreon,6/17/2025 0:28,2025-06,,,,,11/2/2025 7:19,309
PATRON_0332,Active patron,TRUE,TRUE,No,VIP Rewards,10,30,monthly,Patreon,12/29/2025 15:53,2025-12,4/6/2026 23:37,Paid,,4/29/2026,4/7/2026 6:36,114
PATRON_0333,Former patron,FALSE,TRUE,No,Full Rewards,5,5.22,monthly,Patreon,1/19/2026 6:05,2026-01,1/19/2026 6:05,Paid,2/19/2026,2/19/2026,2/19/2026 0:04,30
PATRON_0334,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,8/16/2025 3:39,2025-08,8/16/2025 3:39,Paid,9/16/2025,9/16/2025,11/4/2025 11:21,80
PATRON_0335,Former patron,FALSE,FALSE,Yes,Free,0,10,monthly,Patreon,11/12/2025 3:41,2025-11,12/19/2025 3:28,Paid,1/12/2026,1/12/2026,1/12/2026 0:14,60
PATRON_0336,,FALSE,FALSE,Yes,Free,0,0,,Patreon,8/4/2025 15:50,2025-08,,,,,10/30/2025 10:23,261
PATRON_0337,Active patron,TRUE,TRUE,No,Full Rewards,5,20,monthly,Patreon,12/28/2025 5:30,2025-12,3/30/2026 7:36,Paid,,4/28/2026,3/30/2026 10:36,115
PATRON_0338,Former patron,FALSE,FALSE,Yes,Free,0,16.21,monthly,Patreon,10/29/2025 2:53,2025-10,12/30/2025 0:08,Paid,1/30/2026,1/30/2026,1/30/2026 0:25,92
PATRON_0339,Active patron,TRUE,TRUE,No,Full Rewards,5,47.36,monthly,Patreon,7/28/2025 11:23,2025-07,3/28/2026 0:57,Paid,,4/28/2026,3/28/2026 8:45,268
PATRON_0340,Active patron,TRUE,FALSE,Yes,Free,0,23.75,monthly,Patreon,8/10/2025 12:24,2025-08,3/29/2026 11:27,Paid,4/30/2026,4/30/2026,4/11/2026 22:16,255
PATRON_0341,,FALSE,FALSE,Yes,Free,0,0,,Patreon,7/31/2025 14:13,2025-07,,,,,10/31/2025 5:57,265
PATRON_0342,Former patron,FALSE,FALSE,Yes,Free,0,5.21,monthly,Patreon,10/14/2025 1:06,2025-10,10/14/2025 1:06,Paid,11/14/2025,11/14/2025,11/14/2025 0:33,30
PATRON_0343,Active patron,TRUE,TRUE,No,VIP Rewards,10,25,monthly,Patreon,10/11/2025 1:57,2025-10,4/8/2026 16:25,Paid,5/9/2026,5/9/2026,4/17/2026 16:41,193
PATRON_0344,Former patron,FALSE,FALSE,Yes,Free,0,10,monthly,Patreon,1/17/2026 20:58,2026-01,3/14/2026 6:33,Paid,4/14/2026,4/14/2026,4/14/2026 0:40,86
PATRON_0345,,FALSE,FALSE,Yes,Free,0,0,,Patreon,1/7/2026 11:21,2026-01,,,,,1/7/2026 11:21,105
PATRON_0346,,FALSE,FALSE,Yes,Free,0,0,,Patreon,4/13/2026 5:13,2026-04,,,,,4/13/2026 5:13,9
PATRON_0347,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,12/22/2025 12:36,2025-12,12/22/2025 12:36,Paid,1/22/2026,1/22/2026,1/22/2026 0:55,30
PATRON_0348,Active patron,TRUE,TRUE,No,Full Rewards,5,5,monthly,Patreon,4/19/2026 15:24,2026-04,4/19/2026 15:24,Paid,,5/20/2026,4/19/2026 17:39,3
PATRON_0349,Former patron,FALSE,FALSE,Yes,Free,0,10,monthly,Patreon,2/15/2026 23:15,2026-02,4/15/2026 3:06,Declined,3/16/2026,3/16/2026,4/16/2026 0:32,59
PATRON_0350,Active patron,TRUE,TRUE,No,Full Rewards,5,5,monthly,Patreon,4/11/2026 5:49,2026-04,4/11/2026 5:49,Paid,,5/11/2026,4/11/2026 8:04,11
PATRON_0351,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,3/1/2026 18:40,2026-03,3/3/2026 22:50,Paid,4/4/2026,4/4/2026,4/4/2026 0:10,33
PATRON_0352,Former patron,FALSE,FALSE,Yes,Free,0,5.22,monthly,Patreon,1/19/2026 0:20,2026-01,1/19/2026 0:20,Paid,2/19/2026,2/19/2026,2/19/2026 0:09,30
PATRON_0353,Active patron,TRUE,TRUE,No,Full Rewards,5,5,monthly,Patreon,4/5/2026 7:19,2026-04,4/5/2026 7:19,Paid,,5/6/2026,4/5/2026 9:34,17
PATRON_0354,Former patron,FALSE,FALSE,Yes,Free,0,10,monthly,Patreon,2/21/2026 7:17,2026-02,3/22/2026 0:38,Paid,4/22/2026,4/22/2026,4/22/2026 0:05,59
PATRON_0355,Former patron,FALSE,FALSE,Yes,Free,0,25,monthly,Patreon,1/21/2026 14:22,2026-01,1/21/2026 14:22,Paid,2/22/2026,2/22/2026,2/22/2026 0:24,31
PATRON_0356,Declined patron,FALSE,TRUE,No,Full Rewards,5,10.96,monthly,Patreon,1/23/2026 17:51,2026-01,4/21/2026 2:48,Declined,3/24/2026,3/24/2026,4/21/2026 2:49,89
PATRON_0357,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,2/10/2026 16:37,2026-02,4/7/2026 3:33,Declined,3/10/2026,3/10/2026,4/10/2026 1:01,58
PATRON_0358,Active patron,TRUE,TRUE,No,Full Rewards,5,5,monthly,Patreon,4/1/2026 5:20,2026-04,4/1/2026 5:20,Paid,,5/2/2026,4/1/2026 7:36,21
PATRON_0359,Active patron,TRUE,TRUE,No,Full Rewards,5,5,monthly,Patreon,4/16/2026 13:59,2026-04,4/16/2026 13:59,Paid,,5/16/2026,4/20/2026 5:21,6
